Team,Sport,Age,x
Serbia,Handball,28.933333333333334,-1971.0666666666666
Serbia,Judo,24.142857142857142,-1975.857142857143
Serbia,Karate,25.0,-1975.0
Serbia,Rowing,26.0625,-1973.9375
Serbia,Shooting,32.578125,-1967.421875
Serbia,Swimming,22.697674418604652,-1977.3023255813953
Serbia,Table Tennis,30.11111111111111,-1969.888888888889
Serbia,Taekwondo,21.571428571428573,-1978.4285714285713
Serbia,Tennis,27.142857142857142,-1972.857142857143
Serbia,Volleyball,25.535211267605632,-1974.4647887323945
Serbia,Water Polo,28.21153846153846,-1971.7884615384614
Serbia,Wrestling,27.0,-1973.0
Serbia and Montenegro,Athletics,26.065217391304348,-1973.9347826086957
Serbia and Montenegro,Basketball,25.833333333333332,-1974.1666666666667
Serbia and Montenegro,Boxing,19.0,-1981.0
Serbia and Montenegro,Canoeing,24.0,-1976.0
Serbia and Montenegro,Cycling,24.0,-1976.0
Serbia and Montenegro,Diving,24.5,-1975.5
Serbia and Montenegro,Fencing,26.5,-1973.5
Serbia and Montenegro,Football,21.352941176470587,-1978.6470588235295
Serbia and Montenegro,Handball,26.533333333333335,-1973.4666666666667
Serbia and Montenegro,Judo,26.5,-1973.5
Serbia and Montenegro,Rowing,23.333333333333332,-1976.6666666666667
Serbia and Montenegro,Shooting,29.5,-1970.5
Serbia and Montenegro,Swimming,20.214285714285715,-1979.7857142857142
Serbia and Montenegro,Table Tennis,26.692307692307693,-1973.3076923076924
Serbia and Montenegro,Tennis,22.333333333333332,-1977.6666666666667
Serbia and Montenegro,Volleyball,26.457142857142856,-1973.5428571428572
Serbia and Montenegro,Water Polo,26.05263157894737,-1973.9473684210527
Serbia and Montenegro,Weightlifting,30.0,-1970.0
Serbia and Montenegro,Wrestling,24.666666666666668,-1975.3333333333333
Serbia-1,Tennis,32.0,-1968.0
Serbia-2,Tennis,25.5,-1974.5
Serendipity,Sailing,39.666666666666664,-1960.3333333333333
Seychelles,Athletics,22.916666666666668,-1977.0833333333333
Seychelles,Badminton,26.5,-1973.5
Seychelles,Boxing,24.857142857142858,-1975.142857142857
Seychelles,Canoeing,29.0,-1971.0
Seychelles,Judo,25.8,-1974.2
Seychelles,Sailing,27.666666666666668,-1972.3333333333333
Seychelles,Swimming,17.48148148148148,-1982.5185185185185
Seychelles,Weightlifting,22.8,-1977.2
Sheerio,Sailing,34.166666666666664,-1965.8333333333333
Shoveller,Sailing,44.333333333333336,-1955.6666666666667
Shrew II,Sailing,45.0,-1955.0
Siames-Cat,Sailing,42.0,-1958.0
Sibindi-2,Sailing,55.0,-1945.0
Sidi Fekkar-36,Sailing,34.0,-1966.0
Sidi-Fekkar-14,Sailing,34.0,-1966.0
Sierra Leone,Athletics,22.298969072164947,-1977.701030927835
Sierra Leone,Boxing,23.77777777777778,-1976.2222222222222
Sierra Leone,Cycling,23.0,-1977.0
Sierra Leone,Judo,36.0,-1964.0
Sierra Leone,Swimming,21.6,-1978.4
Sierra Leone,Weightlifting,23.0,-1977.0
Sif,Sailing,26.0,-1974.0
Sildra-1,Sailing,25.75,-1974.25
Silja,Sailing,36.666666666666664,-1963.3333333333333
Singapore,Artistic Gymnastics,20.0,-1980.0
Singapore,Athletics,23.79310344827586,-1976.2068965517242
Singapore,Badminton,23.956521739130434,-1976.0434782608695
Singapore,Basketball,27.0,-1973.0
Singapore,Boxing,24.0,-1976.0
Singapore,Canoeing,25.0,-1975.0
Singapore,Diving,23.5,-1976.5
Singapore,Equestrian,29.0,-1971.0
Singapore,Fencing,30.833333333333332,-1969.1666666666667
Singapore,Gymnastics,23.0,-1977.0
Singapore,Hockey,29.11764705882353,-1970.8823529411766
Singapore,Judo,22.0,-1978.0
Singapore,Marathon Swimming,22.0,-1978.0
Singapore,Rowing,29.0,-1971.0
Singapore,Sailing,25.666666666666668,-1974.3333333333333
Singapore,Shooting,31.058823529411764,-1968.9411764705883
Singapore,Swimming,18.98,-1981.02
Singapore,Table Tennis,27.071428571428573,-1972.9285714285713
Singapore,Water Polo,21.625,-1978.375
Singapore,Weightlifting,25.22222222222222,-1974.7777777777778
Singapore-1,Table Tennis,25.5,-1974.5
Singapore-2,Table Tennis,29.0,-1971.0
Singy-37,Sailing,,
Singy-7,Sailing,,
Sirene,Sailing,19.5,-1980.5
Sjhxa,Sailing,28.666666666666668,-1971.3333333333333
Sjovinge,Sailing,24.5,-1975.5
Skidoo,Sailing,24.0,-1976.0
Skum,Sailing,23.5,-1976.5
Slaghoken,Sailing,40.666666666666664,-1959.3333333333333
Slaghoken II,Sailing,40.333333333333336,-1959.6666666666667
Slovakia,Archery,19.666666666666668,-1980.3333333333333
Slovakia,Artistic Gymnastics,24.0,-1976.0
Slovakia,Athletics,27.970588235294116,-1972.0294117647059
Slovakia,Badminton,25.0,-1975.0
Slovakia,Basketball,24.583333333333332,-1975.4166666666667
Slovakia,Boxing,21.666666666666668,-1978.3333333333333
Slovakia,Canoe Slalom,25.0,-1975.0
Slovakia,Canoe Sprint,27.428571428571427,-1972.5714285714287
Slovakia,Canoeing,26.607843137254903,-1973.3921568627452
Slovakia,Cycling,26.733333333333334,-1973.2666666666667
Slovakia,Cycling Road,24.666666666666668,-1975.3333333333333
Slovakia,Football,22.77777777777778,-1977.2222222222222
Slovakia,Golf,45.0,-1955.0
Slovakia,Gymnastics,19.071428571428573,-1980.9285714285713
Slovakia,Judo,24.857142857142858,-1975.142857142857
Slovakia,Rowing,25.2,-1974.8
Slovakia,Sailing,26.714285714285715,-1973.2857142857142
Slovakia,Shooting,31.267857142857142,-1968.732142857143
Slovakia,Swimming,24.318181818181817,-1975.6818181818182
Slovakia,Synchronized Swimming,24.5,-1975.5
Slovakia,Table Tennis,29.444444444444443,-1970.5555555555557
Slovakia,Tennis,24.76086956521739,-1975.2391304347825
Slovakia,Trampolining,28.0,-1972.0
Slovakia,Triathlon,25.333333333333332,-1974.6666666666667
Slovakia,Water Polo,24.384615384615383,-1975.6153846153845
Slovakia,Weightlifting,28.3,-1971.7
Slovakia,Wrestling,28.214285714285715,-1971.7857142857142
Slovakia-1,Canoeing,18.5,-1981.5
Slovakia-1,Tennis,21.5,-1978.5
Slovakia-2,Canoeing,21.0,-1979.0
Slovakia-2,Tennis,25.5,-1974.5
Slovenia,Archery,23.6,-1976.4
Slovenia,Athletics,27.314285714285713,-1972.6857142857143
Slovenia,Badminton,25.333333333333332,-1974.6666666666667
Slovenia,Basketball,27.5,-1972.5
Slovenia,Canoe Slalom,31.0,-1969.0
Slovenia,Canoe Sprint,33.5,-1966.5
Slovenia,Canoeing,26.22222222222222,-1973.7777777777778
Slovenia,Cycling,27.305555555555557,-1972.6944444444443
Slovenia,Cycling Mountain Bike,32.0,-1968.0
Slovenia,Cycling Road,29.333333333333332,-1970.6666666666667
Slovenia,Golf,17.0,-1983.0
Slovenia,Gymnastics,22.25,-1977.75
Slovenia,Handball,27.27659574468085,-1972.723404255319
Slovenia,Judo,24.866666666666667,-1975.1333333333334
Slovenia,Marathon Swimming,25.0,-1975.0
Slovenia,Rhythmic Gymnastics,27.0,-1973.0
Slovenia,Rowing,25.11904761904762,-1974.8809523809523
Slovenia,Sailing,27.333333333333332,-1972.6666666666667
Slovenia,Shooting,34.888888888888886,-1965.111111111111
Slovenia,Sport Climbing,21.5,-1978.5
Slovenia,Swimming,22.05607476635514,-1977.943925233645
Slovenia,Table Tennis,29.333333333333332,-1970.6666666666667
Slovenia,Taekwondo,24.8,-1975.2
Slovenia,Tennis,22.5,-1977.5
Slovenia,Triathlon,34.0,-1966.0
Slovenia-1,Tennis,26.5,-1973.5
Slovenia-2,Tennis,23.5,-1976.5
Smyrna,Football,23.166666666666668,-1976.8333333333333
Snap,Sailing,30.666666666666668,-1969.3333333333333
Snowten III,Sailing,44.333333333333336,-1955.6666666666667
Snude,Sailing,34.0,-1966.0
"Socialer Turnverein, Detroit",Gymnastics,22.5,-1977.5
Societ Nautique de la Marne,Rowing,27.0,-1973.0
Societ Nautique de la Marne-1,Rowing,25.0,-1975.0
Societ Nautique de la Marne-3,Rowing,27.0,-1973.0
Socit Nautique de Bayonne,Rowing,24.210526315789473,-1975.7894736842106
Socit Nautique de Bayonne-1,Rowing,28.0,-1972.0
Socit Nautique de Bayonne-2,Rowing,26.875,-1973.125
Socit Nautique de la Basse Seine-1,Rowing,21.0,-1979.0
Socit Nautique de la Basse Seine-2,Rowing,21.0,-1979.0
Solomon Islands,Archery,20.0,-1980.0
Solomon Islands,Athletics,23.647058823529413,-1976.3529411764705
Solomon Islands,Boxing,23.0,-1977.0
Solomon Islands,Judo,28.0,-1972.0
Solomon Islands,Swimming,20.0,-1980.0
Solomon Islands,Weightlifting,25.375,-1974.625
Solos Carex,Equestrianism,41.0,-1959.0
Somalia,Athletics,22.03448275862069,-1977.9655172413793
Somalia,Boxing,31.0,-1969.0
Sonja II,Sailing,35.333333333333336,-1964.6666666666667
Sorais-2,Sailing,35.75,-1964.25
Souriceau-38,Sailing,,
Souriceau-4,Sailing,,
South Africa,Archery,30.076923076923077,-1969.923076923077
South Africa,Art Competitions,35.142857142857146,-1964.857142857143
South Africa,Artistic Gymnastics,19.0,-1981.0
South Africa,Artistic Swimming,29.5,-1970.5
South Africa,Athletics,25.508557457212714,-1974.4914425427874
South Africa,Badminton,27.59090909090909,-1972.409090909091
South Africa,Baseball,26.25,-1973.75
South Africa,Beach Volleyball,31.125,-1968.875
South Africa,Boxing,20.953846153846154,-1979.0461538461539
South Africa,Canoeing,27.675,-1972.325
South Africa,Cycling,23.80701754385965,-1976.1929824561403
South Africa,Cycling BMX Racing,24.0,-1976.0
South Africa,Cycling Mountain Bike,27.0,-1973.0
South Africa,Cycling Road,29.0,-1971.0
South Africa,Cycling Track,31.8,-1968.2
South Africa,Diving,23.555555555555557,-1976.4444444444443
South Africa,Equestrian,32.0,-1968.0
South Africa,Equestrianism,34.0,-1966.0
South Africa,Fencing,29.90909090909091,-1970.090909090909
South Africa,Football,23.094117647058823,-1976.9058823529413
South Africa,Golf,27.0,-1973.0
South Africa,Gymnastics,26.07843137254902,-1973.921568627451
South Africa,Hockey,26.12121212121212,-1973.878787878788
South Africa,Judo,25.11111111111111,-1974.888888888889
South Africa,Marathon Swimming,22.5,-1977.5
South Africa,Modern Pentathlon,28.818181818181817,-1971.1818181818182
South Africa,Rhythmic Gymnastics,18.0,-1982.0
South Africa,Rowing,26.356164383561644,-1973.6438356164383
South Africa,Rugby Sevens,25.76923076923077,-1974.2307692307693
South Africa,Sailing,32.0,-1968.0
South Africa,Shooting,34.757894736842104,-1965.242105263158
South Africa,Skateboarding,35.0,-1965.0
South Africa,Sport Climbing,19.0,-1981.0
South Africa,Surfing,27.0,-1973.0
South Africa,Swimming,21.571428571428573,-1978.4285714285713
South Africa,Synchronized Swimming,21.0,-1979.0
South Africa,Table Tennis,32.5,-1967.5
South Africa,Taekwondo,21.0,-1979.0
South Africa,Tennis,25.733333333333334,-1974.2666666666667
South Africa,Triathlon,28.5625,-1971.4375
South Africa,Water Polo,24.58139534883721,-1975.4186046511627
South Africa,Weightlifting,24.785714285714285,-1975.2142857142858
South Africa,Wrestling,25.653846153846153,-1974.3461538461538
South Africa-1,Tennis,22.0,-1978.0
South Africa-2,Tennis,37.0,-1963.0
South Korea,Archery,22.92241379310345,-1977.0775862068965
South Korea,Artistic Gymnastics,22.571428571428573,-1977.4285714285713
South Korea,Athletics,24.17622950819672,-1975.8237704918033
South Korea,Badminton,23.901960784313726,-1976.0980392156862
South Korea,Baseball,24.779411764705884,-1975.2205882352941
South Korea,Baseball/Softball,28.25,-1971.75
South Korea,Basketball,24.674418604651162,-1975.3255813953488
South Korea,Boxing,22.678571428571427,-1977.3214285714287
South Korea,Canoe Sprint,27.0,-1973.0
South Korea,Canoeing,21.0625,-1978.9375
South Korea,Cycling,23.073394495412845,-1976.926605504587
South Korea,Cycling Road,31.0,-1969.0
South Korea,Cycling Track,29.0,-1971.0
South Korea,Diving,19.8,-1980.2
South Korea,Equestrian,32.0,-1968.0
South Korea,Equestrianism,27.39622641509434,-1972.6037735849056
South Korea,Fencing,25.75,-1974.25
South Korea,Football,23.630681818181817,-1976.3693181818182
South Korea,Golf,25.416666666666668,-1974.5833333333333
South Korea,Gymnastics,21.427734375,-1978.572265625
South Korea,Handball,24.83127572016461,-1975.1687242798355
South Korea,Hockey,24.782222222222224,-1975.2177777777779
South Korea,Judo,24.372413793103448,-1975.6275862068965
South Korea,Karate,27.0,-1973.0
South Korea,Modern Pentathlon,22.771428571428572,-1977.2285714285715
South Korea,Rhythmic Gymnastics,18.0,-1982.0
South Korea,Rowing,20.907692307692308,-1979.0923076923077
South Korea,Rugby Sevens,29.692307692307693,-1970.3076923076924
South Korea,Sailing,26.431818181818183,-1973.5681818181818
South Korea,Shooting,27.346491228070175,-1972.6535087719299
South Korea,Sport Climbing,21.0,-1979.0
South Korea,Swimming,18.36,-1981.64
South Korea,Synchronized Swimming,20.363636363636363,-1979.6363636363637
South Korea,Table Tennis,25.974025974025974,-1974.025974025974
South Korea,Taekwondo,23.703703703703702,-1976.2962962962963
South Korea,Tennis,23.433333333333334,-1976.5666666666666
South Korea,Triathlon,22.0,-1978.0
South Korea,Volleyball,23.524229074889867,-1976.47577092511
South Korea,Water Polo,21.153846153846153,-1978.8461538461538
South Korea,Weightlifting,25.273504273504273,-1974.7264957264956
South Korea,Wrestling,25.09933774834437,-1974.9006622516556
South Korea-1,Badminton,24.36111111111111,-1975.638888888889
South Korea-1,Table Tennis,24.444444444444443,-1975.5555555555557
South Korea-2,Badminton,23.75,-1976.25
South Korea-2,Table Tennis,23.88888888888889,-1976.111111111111
"South St Louis Turnverein, St Louis",Gymnastics,25.166666666666668,-1974.8333333333333
South Sudan,Athletics,22.8,-1977.2
South Vietnam,Athletics,23.8,-1976.2
South Vietnam,Boxing,31.0,-1969.0
South Vietnam,Cycling,26.9,-1973.1
South Vietnam,Fencing,26.625,-1973.375
South Vietnam,Judo,30.0,-1970.0
South Vietnam,Shooting,38.5,-1961.5
South Vietnam,Swimming,20.77777777777778,-1979.2222222222222
South Yemen,Athletics,19.0,-1981.0
South Yemen,Boxing,30.5,-1969.5
Souvenance,Sailing,29.0,-1971.0
Soviet Union,Archery,27.08,-1972.92
Soviet Union,Athletics,25.766233766233768,-1974.2337662337663
Soviet Union,Basketball,25.294520547945204,-1974.7054794520548
Soviet Union,Boxing,23.71875,-1976.28125
Soviet Union,Canoeing,25.082706766917294,-1974.9172932330828
Soviet Union,Cycling,23.546762589928058,-1976.453237410072
Soviet Union,Diving,21.630434782608695,-1978.3695652173913
Soviet Union,Equestrianism,31.401315789473685,-1968.5986842105262
Soviet Union,Fencing,26.458181818181817,-1973.5418181818181
Soviet Union,Football,25.470588235294116,-1974.5294117647059
Soviet Union,Gymnastics,22.854454203262232,-1977.1455457967377
Soviet Union,Handball,25.80808080808081,-1974.1919191919192
Soviet Union,Hockey,24.53191489361702,-1975.468085106383
Soviet Union,Judo,25.580645161290324,-1974.4193548387098
Soviet Union,Modern Pentathlon,28.384615384615383,-1971.6153846153845
Soviet Union,Rhythmic Gymnastics,17.0,-1983.0
Soviet Union,Rowing,25.210526315789473,-1974.7894736842106
Soviet Union,Sailing,30.83823529411765,-1969.1617647058824
Soviet Union,Shooting,29.39097744360902,-1970.609022556391
Soviet Union,Swimming,19.682608695652174,-1980.317391304348
Soviet Union,Synchronized Swimming,20.8,-1979.2
Soviet Union,Table Tennis,23.375,-1976.625
Soviet Union,Tennis,20.2,-1979.8
Soviet Union,Volleyball,25.22695035460993,-1974.77304964539
Soviet Union,Water Polo,26.01063829787234,-1973.9893617021276
Soviet Union,Weightlifting,27.408450704225352,-1972.5915492957747
Soviet Union,Wrestling,26.4625,-1973.5375
Spain,Archery,27.125,-1972.875
Spain,Art Competitions,53.333333333333336,-1946.6666666666667
Spain,Artistic Gymnastics,22.03448275862069,-1977.9655172413793
Spain,Artistic Swimming,22.2,-1977.8
Spain,Athletics,26.890190336749633,-1973.1098096632504
Spain,Badminton,25.076923076923077,-1974.923076923077
Spain,Baseball,23.5,-1976.5
Spain,Basketball,26.130232558139536,-1973.8697674418604
Spain,Basque Pelota,26.0,-1974.0
Spain,Beach Volleyball,29.77777777777778,-1970.2222222222222
Spain,Boxing,21.643835616438356,-1978.3561643835617
Spain,Canoe Slalom,31.0,-1969.0
Spain,Canoe Sprint,27.866666666666667,-1972.1333333333334
Spain,Canoeing,23.953125,-1976.046875
Spain,Cycling,25.896551724137932,-1974.103448275862
Spain,Cycling Mountain Bike,25.666666666666668,-1974.3333333333333
Spain,Cycling Road,33.77777777777778,-1966.2222222222222
Spain,Cycling Track,32.0,-1968.0
Spain,Diving,21.666666666666668,-1978.3333333333333
Spain,Equestrian,39.375,-1960.625
Spain,Equestrianism,35.272277227722775,-1964.7277227722773
Spain,Fencing,28.733333333333334,-1971.2666666666667
Spain,Football,22.053763440860216,-1977.9462365591398
Spain,Golf,30.875,-1969.125
Spain,Gymnastics,20.206951026856242,-1979.7930489731439
Spain,Handball,27.873417721518987,-1972.126582278481
Spain,Hockey,25.944444444444443,-1974.0555555555557
Spain,Judo,26.878048780487806,-1973.121951219512
Spain,Karate,38.0,-1962.0
Spain,Marathon Swimming,22.5,-1977.5
Spain,Modern Pentathlon,25.866666666666667,-1974.1333333333334
Spain,Polo,35.90909090909091,-1964.090909090909
Spain,Rhythmic Gymnastics,19.285714285714285,-1980.7142857142858
Spain,Rowing,24.323529411764707,-1975.6764705882354
Spain,Rugby Sevens,28.0,-1972.0
Spain,Sailing,28.56544502617801,-1971.434554973822
Spain,Shooting,34.35454545454545,-1965.6454545454546
Spain,Skateboarding,23.25,-1976.75
Spain,Sport Climbing,18.0,-1982.0
Spain,Swimming,20.957964601769913,-1979.0420353982302
Spain,Synchronized Swimming,23.142857142857142,-1976.857142857143
Spain,Table Tennis,30.785714285714285,-1969.2142857142858
Spain,Taekwondo,25.571428571428573,-1974.4285714285713
Spain,Tennis,25.291666666666668,-1974.7083333333333
Spain,Triathlon,28.88888888888889,-1971.111111111111
Spain,Volleyball,24.52777777777778,-1975.4722222222222
Spain,Water Polo,25.008583690987123,-1974.991416309013
Spain,Weightlifting,25.394736842105264,-1974.6052631578948
Spain,Wrestling,24.18421052631579,-1975.8157894736842
Spain-1,Beach Volleyball,30.0,-1970.0
Spain-1,Equestrianism,52.0,-1948.0
Spain-1,Tennis,26.708333333333332,-1973.2916666666667
Spain-2,Beach Volleyball,25.0,-1975.0
Spain-2,Tennis,28.136363636363637,-1971.8636363636363
Spirit III,Sailing,31.25,-1968.75
Spirit VI,Sailing,25.666666666666668,-1974.3333333333333
Springbok,Sailing,49.0,-1951.0
Squid III,Sailing,24.5,-1975.5
Sri Lanka,Artistic Gymnastics,18.0,-1982.0
Sri Lanka,Athletics,25.46268656716418,-1974.5373134328358
Sri Lanka,Badminton,28.666666666666668,-1971.3333333333333
Sri Lanka,Boxing,26.0,-1974.0
Sri Lanka,Cycling,20.0,-1980.0
Sri Lanka,Diving,27.0,-1973.0
Sri Lanka,Equestrian,36.0,-1964.0
Sri Lanka,Judo,26.5,-1973.5
Sri Lanka,Sailing,34.5,-1965.5
Sri Lanka,Shooting,32.130434782608695,-1967.8695652173913
Sri Lanka,Swimming,19.814814814814813,-1980.1851851851852
Sri Lanka,Weightlifting,26.5,-1973.5
Sri Lanka,Wrestling,25.0,-1975.0
St. Louis Amateur Athletic Association,Lacrosse,28.2,-1971.8
St. Louis Southwest Turnverein #1-2,Tug-Of-War,33.0,-1967.0
St. Louis Southwest Turnverein #2-3,Tug-Of-War,23.5,-1976.5
St. Margrite,Sailing,31.5,-1968.5
St. Rose-2,Football,20.555555555555557,-1979.4444444444443
Stade Franais AC-2,Rowing,26.0,-1974.0
Starita,Sailing,39.5,-1960.5
Starlight III,Sailing,40.0,-1960.0
State VI,Sailing,44.333333333333336,-1955.6666666666667
Stella-2,Sailing,36.666666666666664,-1963.3333333333333
Struten,Sailing,35.666666666666664,-1964.3333333333333
Studenternes Roklub-2,Rowing,24.6,-1975.4
Subbnboana,Sailing,24.5,-1975.5
Sudan,Athletics,24.3,-1975.7
Sudan,Boxing,23.166666666666668,-1976.8333333333333
Sudan,Football,28.0,-1972.0
Sudan,Judo,28.0,-1972.0
Sudan,Rowing,29.0,-1971.0
Sudan,Shooting,,
Sudan,Swimming,20.125,-1979.875
Sudan,Table Tennis,33.0,-1967.0
Sudan,Weightlifting,21.0,-1979.0
Sunrise,Equestrianism,31.0,-1969.0
Sunshine,Sailing,32.5,-1967.5
Suriname,Athletics,23.82758620689655,-1976.1724137931035
Suriname,Badminton,23.5,-1976.5
Suriname,Cycling,20.0,-1980.0
Suriname,Cycling Track,27.0,-1973.0
Suriname,Judo,23.75,-1976.25
Suriname,Swimming,19.6,-1980.4
Surprise,Sailing,27.666666666666668,-1972.3333333333333
Suzon IV-39,Sailing,,
Suzon IV-5,Sailing,,
Suzy-2,Sailing,43.0,-1957.0
Swaziland,Athletics,24.852941176470587,-1975.1470588235295
Swaziland,Boxing,23.75,-1976.25
Swaziland,Shooting,42.0,-1958.0
Swaziland,Swimming,19.4375,-1980.5625
Swaziland,Taekwondo,20.0,-1980.0
Swaziland,Weightlifting,32.0,-1968.0
Sweden,Archery,28.144927536231883,-1971.855072463768
Sweden,Art Competitions,48.65094339622642,-1951.3490566037735
Sweden,Artistic Gymnastics,21.625,-1978.375
Sweden,Athletics,25.016536964980546,-1974.9834630350194
Sweden,Badminton,27.785714285714285,-1972.2142857142858
Sweden,Basketball,23.333333333333332,-1976.6666666666667
Sweden,Beach Volleyball,27.833333333333332,-1972.1666666666667
Sweden,Boxing,22.924050632911392,-1977.0759493670887
Sweden,Canoe Slalom,26.0,-1974.0
Sweden,Canoe Sprint,29.333333333333332,-1970.6666666666667
Sweden,Canoeing,26.096069868995635,-1973.9039301310045
Sweden,Cycling,24.76890756302521,-1975.231092436975
Sweden,Cycling Mountain Bike,27.0,-1973.0
Sweden,Diving,23.753246753246753,-1976.2467532467533
Sweden,Equestrian,39.78260869565217,-1960.2173913043478
Sweden,Equestrianism,35.84020618556701,-1964.159793814433
Sweden,Fencing,30.073170731707318,-1969.9268292682927
Sweden,Figure Skating,27.125,-1972.875
Sweden,Football,24.836501901140686,-1975.1634980988592
Sweden,Golf,32.875,-1967.125
Sweden,Gymnastics,22.8200408997955,-1977.1799591002045
Sweden,Handball,27.301020408163264,-1972.6989795918366
Sweden,Ice Hockey,24.636363636363637,-1975.3636363636363
Sweden,Judo,25.34375,-1974.65625
Sweden,Modern Pentathlon,27.098039215686274,-1972.9019607843138
Sweden,Rhythmic Gymnastics,18.0,-1982.0
Sweden,Rowing,26.521367521367523,-1973.4786324786326
Sweden,Sailing,28.9572192513369,-1971.042780748663
Sweden,Shooting,34.25565217391304,-1965.744347826087
Sweden,Skateboarding,24.0,-1976.0
Sweden,Swimming,20.695708712613783,-1979.3042912873861
Sweden,Synchronized Swimming,23.0,-1977.0
Sweden,Table Tennis,30.096153846153847,-1969.9038461538462
Sweden,Taekwondo,23.125,-1976.875
Sweden,Tennis,27.674418604651162,-1972.3255813953488
Sweden,Triathlon,27.25,-1972.75
Sweden,Tug-Of-War,26.916666666666668,-1973.0833333333333
Sweden,Volleyball,24.0,-1976.0
Sweden,Water Polo,26.661971830985916,-1973.338028169014
Sweden,Weightlifting,26.861538461538462,-1973.1384615384616
Sweden,Wrestling,26.80622837370242,-1973.1937716262976
Sweden-1,Badminton,29.0,-1971.0
Sweden-1,Table Tennis,27.0,-1973.0
Sweden-1,Tennis,26.8125,-1973.1875
Sweden-2,Badminton,27.0,-1973.0
Sweden-2,Table Tennis,28.25,-1971.75
Sweden-2,Tennis,28.27777777777778,-1971.7222222222222
Sweden-3,Tennis,23.25,-1976.75
Sweden-4,Tennis,35.0,-1965.0
Swedish Star,Sailing,32.5,-1967.5
Swift,Sailing,32.5,-1967.5
Switzerland,Aeronautics,26.0,-1974.0
Switzerland,Alpinism,46.0,-1954.0
Switzerland,Archery,31.625,-1968.375
Switzerland,Art Competitions,36.394160583941606,-1963.6058394160584
Switzerland,Artistic Gymnastics,26.35135135135135,-1973.6486486486488
Switzerland,Athletics,25.94418604651163,-1974.0558139534883
Switzerland,Badminton,24.692307692307693,-1975.3076923076924
Switzerland,Basketball,26.035714285714285,-1973.9642857142858
Switzerland,Beach Volleyball,27.428571428571427,-1972.5714285714287
Switzerland,Boxing,23.77777777777778,-1976.2222222222222
Switzerland,Canoe Slalom,24.75,-1975.25
Switzerland,Canoeing,25.6,-1974.4
Switzerland,Cycling,25.136531365313655,-1974.8634686346863
Switzerland,Cycling BMX Freestyle,24.0,-1976.0
Switzerland,Cycling BMX Racing,25.0,-1975.0
Switzerland,Cycling Mountain Bike,28.333333333333332,-1971.6666666666667
Switzerland,Cycling Road,27.428571428571427,-1972.5714285714287
Switzerland,Cycling Track,24.181818181818183,-1975.8181818181818
Switzerland,Diving,24.238095238095237,-1975.7619047619048
Switzerland,Equestrian,32.94117647058823,-1967.0588235294117
Switzerland,Equestrianism,35.42857142857143,-1964.5714285714287
Switzerland,Fencing,30.259090909090908,-1969.740909090909
Switzerland,Figure Skating,,
Switzerland,Football,23.1,-1976.9
Switzerland,Golf,24.0,-1976.0
Switzerland,Gymnastics,24.540312876052948,-1975.459687123947
Switzerland,Handball,24.576271186440678,-1975.4237288135594
Switzerland,Hockey,26.52173913043478,-1973.4782608695652
Switzerland,Ice Hockey,28.333333333333332,-1971.6666666666667
Switzerland,Judo,25.305555555555557,-1974.6944444444443
Switzerland,Karate,27.0,-1973.0
Switzerland,Modern Pentathlon,26.73170731707317,-1973.2682926829268
Switzerland,Rhythmic Gymnastics,21.5,-1978.5
Switzerland,Rowing,25.655021834061134,-1974.3449781659388
Switzerland,Sailing,27.94736842105263,-1972.0526315789473
Switzerland,Shooting,34.56428571428572,-1965.4357142857143
Switzerland,Sport Climbing,29.0,-1971.0
Switzerland,Swimming,21.38490566037736,-1978.6150943396226
Switzerland,Synchronized Swimming,21.08,-1978.92
Switzerland,Table Tennis,29.5,-1970.5
Switzerland,Taekwondo,18.0,-1982.0
Switzerland,Tennis,24.51923076923077,-1975.4807692307693
Switzerland,Trampolining,21.5,-1978.5
Switzerland,Triathlon,29.757575757575758,-1970.2424242424242
Switzerland,Water Polo,25.1875,-1974.8125
Switzerland,Weightlifting,28.434782608695652,-1971.5652173913043
Switzerland,Wrestling,25.730337078651687,-1974.2696629213483
Switzerland-1,Beach Volleyball,30.0,-1970.0
Switzerland-1,Tennis,24.5,-1975.5
Switzerland-2,Beach Volleyball,31.5,-1968.5
Switzerland-2,Tennis,32.0,-1968.0
Sydney Rowing Club,Rowing,26.555555555555557,-1973.4444444444443
Sylvia,Sailing,29.833333333333332,-1970.1666666666667
Symphony,Sailing,25.0,-1975.0
Syndi,Sailing,27.5,-1972.5
Syria,Athletics,23.666666666666668,-1976.3333333333333
Syria,Boxing,22.68421052631579,-1977.3157894736842
Syria,Cycling,33.0,-1967.0
Syria,Diving,13.0,-1987.0
Syria,Equestrian,28.0,-1972.0
Syria,Equestrianism,19.0,-1981.0
Syria,Football,23.933333333333334,-1976.0666666666666
Syria,Judo,24.22222222222222,-1975.7777777777778
Syria,Shooting,38.0,-1962.0
Syria,Swimming,21.428571428571427,-1978.5714285714287
Syria,Table Tennis,15.5,-1984.5
Syria,Triathlon,28.0,-1972.0
Syria,Weightlifting,24.692307692307693,-1975.3076923076924
Syria,Wrestling,24.72972972972973,-1975.2702702702702
São Tomé and Príncipe,Athletics,26.0,-1974.0
São Tomé and Príncipe,Canoe Sprint,26.5,-1973.5
Taifun,Sailing,32.0,-1968.0
Tajamar,Sailing,32.5,-1967.5
Tajikistan,Archery,38.5,-1961.5
